national_number,gen,Name,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,gigantamax,mega_evolution,mega_evolution_alt
281,III,Kirlia,psychic,fairy,50.2,49.8,0.8,20.2,120,5120,38,35,35,65,55,50,Synchronize,Trace,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,,,
282,III,Gardevoir,psychic,fairy,50.2,49.8,1.6,48.4,45,5120,68,65,65,125,115,80,Synchronize,Trace,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,,Mega Gardevoir,
283,III,Surskit,bug,water,50,50,0.5,1.7,200,3840,40,30,32,50,52,65,Swift Swim,,,Rain Dish,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
284,III,Masquerain,bug,flying,50,50,0.8,3.6,75,3840,70,60,62,100,82,80,Intimidate,,,Unnerve,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
285,III,Shroomish,grass,,50,50,0.4,4.5,255,3840,60,40,60,40,60,35,Effect Spore,Poison Heal,,Quick Feet,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
286,III,Breloom,grass,fighting,50,50,1.2,39.2,90,3840,60,130,80,60,60,70,Effect Spore,Poison Heal,,Technician,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
287,III,Slakoth,normal,,50,50,0.8,24.0,255,3840,60,60,60,35,35,30,Truant,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
288,III,Vigoroth,normal,,50,50,1.4,46.5,120,3840,80,80,80,55,55,90,Vital Spirit,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
289,III,Slaking,normal,,50,50,2.0,130.5,45,3840,150,160,100,95,65,100,Truant,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
290,III,Nincada,bug,ground,50.2,49.8,0.5,5.5,255,3840,31,45,90,30,30,40,Compoundeyes,,,Run Away,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
291,III,Ninjask,bug,flying,50.2,49.8,0.8,12.0,120,3840,61,90,45,50,50,160,Speed Boost,,,Infiltrator,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
292,III,Shedinja,bug,ghost,,,0.8,1.2,45,3840,1,90,45,30,30,40,Wonder Guard,,,,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
293,III,Whismur,normal,,50.2,49.8,0.6,16.3,190,5120,64,51,23,51,23,28,Soundproof,,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
294,III,Loudred,normal,,50.2,49.8,1.0,40.5,120,5120,84,71,43,71,43,48,Soundproof,,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
295,III,Exploud,normal,,50.2,49.8,1.5,84.0,45,5120,104,91,63,91,73,68,Soundproof,,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
296,III,Makuhita,fighting,,75.4,24.6,1.0,86.4,180,5120,72,60,30,20,30,25,Thick Fat,Guts,,Sheer Force,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
297,III,Hariyama,fighting,,75.4,24.6,2.3,253.8,200,5120,144,120,60,40,60,50,Thick Fat,Guts,,Sheer Force,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
298,III,Azurill,normal,fairy,24.9,75.1,0.2,2.0,150,2560,50,20,40,20,40,20,Thick Fat,Huge Power,,Sap Sipper,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,0,0,0,,,
299,III,Nosepass,rock,,50,50,1.0,97.0,255,5120,30,45,135,45,90,30,Sturdy,Magnet Pull,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
300,III,Skitty,normal,,24.6,75.4,0.6,11.0,255,3840,50,45,45,35,35,50,Cute Charm,Normalize,,Wonder Skin,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
301,III,Delcatty,normal,,24.6,75.4,1.1,32.6,60,3840,70,65,65,55,55,90,Cute Charm,Normalize,,Wonder Skin,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
302,III,Sableye,dark,ghost,50.2,49.8,0.5,11.0,45,6400,50,75,75,65,65,50,Keen Eye,Stall,,Prankster,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,,Mega Sableye,
303,III,Mawile,steel,fairy,50.2,49.8,0.6,11.5,45,5120,50,85,85,55,55,50,Hyper Cutter,Intimidate,,Sheer Force,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0,0,0,,Mega Mawile,
304,III,Aron,steel,rock,50.2,49.8,0.4,60.0,180,8960,50,70,100,40,40,30,Sturdy,Rock Head,,Heavy Metal,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,,,
305,III,Lairon,steel,rock,50.2,49.8,0.9,120.0,90,8960,60,90,140,50,50,40,Sturdy,Rock Head,,Heavy Metal,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,,,
306,III,Aggron,steel,rock,50.2,49.8,2.1,360.0,45,8960,70,110,180,60,60,50,Sturdy,Rock Head,,Heavy Metal,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,,Mega Aggron,
307,III,Meditite,fighting,psychic,50,50,0.6,11.2,180,5120,30,40,55,40,55,60,Pure Power,,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0,0,0,,,
308,III,Medicham,fighting,psychic,50,50,1.3,31.5,90,5120,60,60,75,60,75,80,Pure Power,,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0,0,0,,Mega Medicham,
309,III,Electrike,electric,,50.2,49.8,0.6,15.2,120,5120,40,45,40,65,40,65,Static,Lightning Rod,,Minus,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
310,III,Manectric,electric,,50.2,49.8,1.5,40.2,45,5120,70,75,60,105,60,105,Static,Lightning Rod,,Minus,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,Mega Manectric,
311,III,Plusle,electric,,50,50,0.4,4.2,200,5120,60,50,40,85,75,95,Plus,,,Lightning Rod,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
312,III,Minun,electric,,50,50,0.4,4.2,200,5120,60,40,50,75,85,95,Minus,,,Volt Absorb,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
313,III,Volbeat,bug,,100,0,0.7,17.7,150,3840,65,73,75,47,85,85,Illuminate,Swarm,,Prankster,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
314,III,Illumise,bug,,0,100,0.6,17.7,150,3840,65,47,75,73,85,85,Oblivious,Tinted Lens,,Prankster,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
315,III,Roselia,grass,poison,50.2,49.8,0.3,2.0,150,5120,50,60,45,100,80,65,Natural Cure,Poison Point,,Leaf Guard,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
316,III,Gulpin,poison,,50,50,0.4,10.3,225,5120,70,43,53,43,53,40,Liquid Ooze,Sticky Hold,,Gluttony,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
317,III,Swalot,poison,,50,50,1.7,80.0,75,5120,100,73,83,73,83,55,Liquid Ooze,Sticky Hold,,Gluttony,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
318,III,Carvanha,water,dark,50.2,49.8,0.8,20.8,225,5120,45,90,20,65,20,65,Rough Skin,,,Speed Boost,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,0,0,,,
319,III,Sharpedo,water,dark,50.2,49.8,1.8,88.8,60,5120,70,120,40,95,40,95,Rough Skin,,,Speed Boost,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,0,0,,Mega Sharpedo,
320,III,Wailmer,water,,50.2,49.8,2.0,130.0,125,10240,130,70,35,70,35,60,Water Veil,Oblivious,,Pressure,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
321,III,Wailord,water,,50.2,49.8,14.5,398.0,60,10240,170,90,45,90,45,60,Water Veil,Oblivious,,Pressure,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
322,III,Numel,fire,ground,50,50,0.7,24.0,255,5120,60,60,40,65,45,35,Oblivious,Simple,,Own Tempo,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
323,III,Camerupt,fire,ground,50,50,1.9,220.0,150,5120,70,100,70,105,75,40,Magma Armor,Solid Rock,,Anger Point,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,Mega Camerupt,
324,III,Torkoal,fire,,50.2,49.8,0.5,80.4,90,5120,70,85,140,85,70,20,White Smoke,Drought,,Shell Armor,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
325,III,Spoink,psychic,,50,50,0.7,30.6,255,5120,60,25,35,70,80,60,Thick Fat,Own Tempo,,Gluttony,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
326,III,Grumpig,psychic,,50,50,0.9,71.5,60,5120,80,45,65,90,110,80,Thick Fat,Own Tempo,,Gluttony,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
327,III,Spinda,normal,,50,50,1.1,5.0,255,3840,60,60,60,60,60,60,Own Tempo,Tangled Feet,,Contrary,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
328,III,Trapinch,ground,,50.2,49.8,0.7,15.0,255,5120,45,100,45,45,45,10,Hyper Cutter,Arena Trap,,Sheer Force,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
329,III,Vibrava,ground,dragon,50.2,49.8,1.1,15.3,120,5120,50,70,50,50,50,70,Levitate,,,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
330,III,Flygon,ground,dragon,50.2,49.8,2.0,82.0,45,5120,80,100,80,80,80,100,Levitate,,,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
331,III,Cacnea,grass,,50,50,0.4,51.3,190,5120,50,85,40,85,40,35,Sand Veil,,,Water Absorb,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
332,III,Cacturne,grass,dark,50,50,1.3,77.4,60,5120,70,115,60,115,60,55,Sand Veil,,,Water Absorb,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
333,III,Swablu,normal,flying,50.2,49.8,0.4,1.2,255,5120,45,40,60,40,75,50,Natural Cure,,,Cloud Nine,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
334,III,Altaria,dragon,flying,50.2,49.8,1.1,20.6,45,5120,75,70,90,70,105,80,Natural Cure,,,Cloud Nine,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,Mega Altaria,
335,III,Zangoose,normal,,50,50,1.3,40.3,90,5120,73,115,60,60,60,90,Immunity,,,Toxic Boost,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
336,III,Seviper,poison,,50,50,2.7,52.5,90,5120,73,100,60,100,60,65,Shed Skin,,,Infiltrator,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
337,III,Lunatone,rock,psychic,,,1.0,168.0,45,6400,90,55,65,95,85,70,Levitate,,,,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0,0,0,,,
338,III,Solrock,rock,psychic,,,1.2,154.0,45,6400,90,95,85,55,65,70,Levitate,,,,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0,0,0,,,
339,III,Barboach,water,ground,50.2,49.8,0.4,1.9,190,5120,50,48,43,46,41,60,Oblivious,Anticipation,,Hydration,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
340,III,Whiscash,water,ground,50.2,49.8,0.9,23.6,75,5120,110,78,73,76,71,60,Oblivious,Anticipation,,Hydration,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
341,III,Corphish,water,,50.2,49.8,0.6,11.5,205,3840,43,80,65,50,35,35,Hyper Cutter,Shell Armor,,Adaptability,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
342,III,Crawdaunt,water,dark,50.2,49.8,1.1,32.8,155,3840,63,120,85,90,55,55,Hyper Cutter,Shell Armor,,Adaptability,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,0,0,,,
343,III,Baltoy,ground,psychic,,,0.5,21.5,255,5120,40,40,55,40,70,55,Levitate,,,,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
344,III,Claydol,ground,psychic,,,1.5,108.0,90,5120,60,70,105,70,120,75,Levitate,,,,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
345,III,Lileep,rock,grass,88.14,11.86,1.0,23.8,45,7680,66,41,77,61,87,23,Suction Cups,,,Storm Drain,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
346,III,Cradily,rock,grass,88.14,11.86,1.5,60.4,45,7680,86,81,97,81,107,43,Suction Cups,,,Storm Drain,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
347,III,Anorith,rock,bug,88.14,11.86,0.7,12.5,45,7680,45,95,50,40,50,75,Battle Armor,,,Swift Swim,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
348,III,Armaldo,rock,bug,88.14,11.86,1.5,68.2,45,7680,75,125,100,70,80,45,Battle Armor,,,Swift Swim,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
349,III,Feebas,water,,50.2,49.8,0.6,7.4,255,5120,20,15,20,10,55,80,Swift Swim,Oblivious,,Adaptability,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
350,III,Milotic,water,,50.2,49.8,6.2,162.0,60,5120,95,60,79,100,125,81,Marvel Scale,Competitive,,Cute Charm,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
351,III,Castform,normal,fire,50,50,0.3,0.8,45,6400,70,70,70,70,70,70,Forecast,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
352,III,Kecleon,normal,,50,50,1.0,22.0,200,5120,60,90,70,60,120,40,Color Change,,,Protean,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
353,III,Shuppet,ghost,,50,50,0.6,2.3,225,6400,44,75,35,63,33,45,Insomnia,Frisk,,Cursed Body,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
354,III,Banette,ghost,,50,50,1.1,12.5,45,6400,64,115,65,83,63,65,Insomnia,Frisk,,Cursed Body,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,Mega Banette,
355,III,Duskull,ghost,,50.2,49.8,0.8,15.0,190,6400,20,40,90,30,90,25,Levitate,,,Frisk,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
356,III,Dusclops,ghost,,50.2,49.8,1.6,30.6,90,6400,40,70,130,60,130,25,Pressure,,,Frisk,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
357,III,Tropius,grass,flying,50,50,2.0,100.0,200,6400,99,68,83,72,87,51,Chlorophyll,Solar Power,,Harvest,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
358,III,Chimecho,psychic,,50,50,0.6,1.0,45,6400,75,50,80,95,90,65,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
359,III,Absol,dark,,50.2,49.8,1.2,47.0,30,6400,65,130,60,75,60,75,Pressure,Super Luck,,Justified,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,Mega Absol,
360,III,Wynaut,psychic,,50.2,49.8,0.6,14.0,125,5120,95,23,48,23,48,23,Shadow Tag,,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
361,III,Snorunt,ice,,50.2,49.8,0.7,16.8,190,5120,50,50,50,50,50,50,Inner Focus,Ice Body,,Moody,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
362,III,Glalie,ice,,50.2,49.8,1.5,256.5,75,5120,80,80,80,80,80,80,Inner Focus,Ice Body,,Moody,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,Mega Glalie,
363,III,Spheal,ice,water,50.2,49.8,0.8,39.5,255,5120,70,40,50,55,50,25,Thick Fat,Ice Body,,Oblivious,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
364,III,Sealeo,ice,water,50.2,49.8,1.1,87.6,120,5120,90,60,70,75,70,45,Thick Fat,Ice Body,,Oblivious,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
365,III,Walrein,ice,water,50.2,49.8,1.4,150.6,45,5120,110,80,90,95,90,65,Thick Fat,Ice Body,,Oblivious,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
366,III,Clamperl,water,,50,50,0.4,52.5,255,5120,35,64,85,74,55,32,Shell Armor,,,Rattled,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
367,III,Huntail,water,,50,50,1.7,27.0,60,5120,55,104,105,94,75,52,Swift Swim,,,Water Veil,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
368,III,Gorebyss,water,,50,50,1.8,22.6,60,5120,55,84,105,114,75,52,Swift Swim,,,Hydration,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
369,III,Relicanth,water,rock,88.14,11.86,1.0,23.4,25,10240,100,90,130,45,65,55,Swift Swim,Rock Head,,Sturdy,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
370,III,Luvdisc,water,,24.6,75.4,0.6,8.7,225,5120,43,30,55,40,65,97,Swift Swim,,,Hydration,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
371,III,Bagon,dragon,,50.2,49.8,0.6,42.1,45,10240,45,75,60,40,30,50,Rock Head,,,Sheer Force,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
372,III,Shelgon,dragon,,50.2,49.8,1.1,110.5,45,10240,65,95,100,60,50,50,Rock Head,,,Overcoat,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
373,III,Salamence,dragon,flying,50.2,49.8,1.5,102.6,45,10240,95,135,80,110,80,100,Intimidate,,,Moxie,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,Mega Salamence,
374,III,Beldum,steel,psychic,,,0.6,95.2,3,10240,40,55,80,35,60,30,Clear Body,,,Light Metal,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
375,III,Metang,steel,psychic,,,1.2,202.5,3,10240,60,75,100,55,80,50,Clear Body,,,Light Metal,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
